,hicat_label
16184,adipose_tissue
16185,adipose_tissue
16186,adipose_tissue
16187,adipose_tissue
16188,adipose_tissue
16189,adipose_tissue
16190,cancer_in_situ
16191,invasive_cancer
16192,cancer_in_situ
16193,cancer_in_situ
16194,invasive_cancer
16195,invasive_cancer
16196,invasive_cancer
16197,invasive_cancer
16198,invasive_cancer
16199,invasive_cancer
16200,invasive_cancer
16201,invasive_cancer
16202,invasive_cancer
16203,invasive_cancer
16204,invasive_cancer
16205,invasive_cancer
16206,invasive_cancer
16207,invasive_cancer
16208,invasive_cancer
16209,invasive_cancer
16210,invasive_cancer
16211,invasive_cancer
16212,invasive_cancer
16213,invasive_cancer
16214,invasive_cancer
16215,invasive_cancer
16216,invasive_cancer
16217,invasive_cancer
16218,invasive_cancer
16219,invasive_cancer
16220,cancer_in_situ
16221,cancer_in_situ
16222,cancer_in_situ
16223,cancer_in_situ
16224,cancer_in_situ
16225,cancer_in_situ
16226,cancer_in_situ
16227,cancer_in_situ
16228,cancer_in_situ
16229,cancer_in_situ
16230,cancer_in_situ
16231,cancer_in_situ
16232,cancer_in_situ
16233,cancer_in_situ
16234,cancer_in_situ
16235,cancer_in_situ
16236,cancer_in_situ
16237,cancer_in_situ
16238,cancer_in_situ
16239,cancer_in_situ
16240,cancer_in_situ
16241,cancer_in_situ
16242,cancer_in_situ
16243,cancer_in_situ
16244,cancer_in_situ
16245,cancer_in_situ
16246,invasive_cancer
16247,invasive_cancer
16248,invasive_cancer
16249,invasive_cancer
16250,invasive_cancer
16251,invasive_cancer
16252,invasive_cancer
16253,invasive_cancer
16254,invasive_cancer
16255,invasive_cancer
16256,invasive_cancer
16257,immune_infiltrate
16258,immune_infiltrate
16259,immune_infiltrate
16260,immune_infiltrate
16261,immune_infiltrate
16262,immune_infiltrate
16263,immune_infiltrate
16264,immune_infiltrate
16265,immune_infiltrate
16266,immune_infiltrate
16267,immune_infiltrate
16268,immune_infiltrate
16269,immune_infiltrate
16270,immune_infiltrate
16271,immune_infiltrate
16272,immune_infiltrate
16273,immune_infiltrate
16274,immune_infiltrate
16275,immune_infiltrate
16276,immune_infiltrate
16277,immune_infiltrate
16278,immune_infiltrate
16279,immune_infiltrate
16280,immune_infiltrate
16281,adipose_tissue
16282,adipose_tissue
16283,adipose_tissue
16284,adipose_tissue
16285,adipose_tissue
16286,adipose_tissue
16287,adipose_tissue
16288,adipose_tissue
16289,adipose_tissue
16290,adipose_tissue
16291,adipose_tissue
16292,adipose_tissue
16293,adipose_tissue
16294,adipose_tissue
16295,adipose_tissue
16296,adipose_tissue
16297,adipose_tissue
16298,adipose_tissue
16299,adipose_tissue
16300,adipose_tissue
16301,adipose_tissue
16302,adipose_tissue
16303,adipose_tissue
16304,adipose_tissue
16305,adipose_tissue
16306,adipose_tissue
16307,adipose_tissue
16308,adipose_tissue
16309,adipose_tissue
16310,adipose_tissue
16311,adipose_tissue
16312,adipose_tissue
16313,adipose_tissue
16314,adipose_tissue
16315,adipose_tissue
16316,adipose_tissue
16317,adipose_tissue
16318,adipose_tissue
16319,adipose_tissue
16320,adipose_tissue
16321,adipose_tissue
16322,adipose_tissue
16323,adipose_tissue
16324,adipose_tissue
16325,adipose_tissue
16326,adipose_tissue
16327,adipose_tissue
16328,adipose_tissue
16329,adipose_tissue
16330,adipose_tissue
16331,adipose_tissue
16332,adipose_tissue
16333,adipose_tissue
16334,adipose_tissue
16335,adipose_tissue
16336,adipose_tissue
16337,adipose_tissue
16338,adipose_tissue
16339,adipose_tissue
16340,adipose_tissue
16341,adipose_tissue
16342,adipose_tissue
16343,adipose_tissue
16344,adipose_tissue
16345,adipose_tissue
16346,adipose_tissue
16347,adipose_tissue
16348,adipose_tissue
16349,adipose_tissue
16350,adipose_tissue
16351,adipose_tissue
16352,cancer_in_situ
16353,cancer_in_situ
16354,cancer_in_situ
16355,invasive_cancer
16356,invasive_cancer
16357,invasive_cancer
16358,invasive_cancer
16359,invasive_cancer
16360,invasive_cancer
16361,invasive_cancer
16362,invasive_cancer
16363,invasive_cancer
16364,invasive_cancer
16365,invasive_cancer
16366,invasive_cancer
16367,invasive_cancer
16368,invasive_cancer
16369,invasive_cancer
16370,invasive_cancer
16371,invasive_cancer
16372,invasive_cancer
16373,invasive_cancer
16374,invasive_cancer
16375,invasive_cancer
16376,invasive_cancer
16377,invasive_cancer
16378,invasive_cancer
16379,invasive_cancer
16380,invasive_cancer
16381,invasive_cancer
16382,cancer_in_situ
16383,cancer_in_situ
16384,cancer_in_situ
16385,cancer_in_situ
16386,cancer_in_situ
16387,cancer_in_situ
16388,cancer_in_situ
16389,cancer_in_situ
16390,cancer_in_situ
16391,cancer_in_situ
16392,cancer_in_situ
16393,cancer_in_situ
16394,cancer_in_situ
16395,cancer_in_situ
16396,cancer_in_situ
16397,cancer_in_situ
16398,cancer_in_situ
16399,cancer_in_situ
16400,cancer_in_situ
16401,cancer_in_situ
16402,cancer_in_situ
16403,cancer_in_situ
16404,cancer_in_situ
16405,cancer_in_situ
16406,cancer_in_situ
16407,cancer_in_situ
16408,invasive_cancer
16409,invasive_cancer
16410,invasive_cancer
16411,invasive_cancer
16412,invasive_cancer
16413,invasive_cancer
16414,invasive_cancer
16415,invasive_cancer
16416,invasive_cancer
16417,invasive_cancer
16418,invasive_cancer
16419,invasive_cancer
16420,immune_infiltrate
16421,immune_infiltrate
16422,immune_infiltrate
16423,immune_infiltrate
16424,immune_infiltrate
16425,immune_infiltrate
16426,immune_infiltrate
16427,immune_infiltrate
16428,immune_infiltrate
16429,immune_infiltrate
16430,immune_infiltrate
16431,immune_infiltrate
16432,immune_infiltrate
16433,immune_infiltrate
16434,immune_infiltrate
16435,immune_infiltrate
16436,immune_infiltrate
16437,immune_infiltrate
16438,immune_infiltrate
16439,immune_infiltrate
16440,immune_infiltrate
16441,immune_infiltrate
16442,immune_infiltrate
16443,adipose_tissue
16444,adipose_tissue
16445,adipose_tissue
16446,adipose_tissue
16447,adipose_tissue
16448,adipose_tissue
16449,adipose_tissue
16450,adipose_tissue
16451,adipose_tissue
16452,adipose_tissue
16453,adipose_tissue
16454,adipose_tissue
16455,adipose_tissue
16456,adipose_tissue
16457,adipose_tissue
16458,adipose_tissue
16459,adipose_tissue
16460,adipose_tissue
16461,adipose_tissue
16462,adipose_tissue
16463,adipose_tissue
16464,adipose_tissue
16465,adipose_tissue
16466,adipose_tissue
16467,adipose_tissue
16468,adipose_tissue
16469,adipose_tissue
16470,adipose_tissue
16471,adipose_tissue
16472,adipose_tissue
16473,adipose_tissue
16474,adipose_tissue
16475,adipose_tissue
16476,adipose_tissue
16477,adipose_tissue
16478,adipose_tissue
16479,adipose_tissue
16480,adipose_tissue
16481,adipose_tissue
16482,adipose_tissue
16483,adipose_tissue
16484,adipose_tissue
16485,adipose_tissue
16486,adipose_tissue
16487,adipose_tissue
16488,adipose_tissue
16489,adipose_tissue
16490,adipose_tissue
16491,adipose_tissue
16492,adipose_tissue
16493,adipose_tissue
16494,adipose_tissue
16495,adipose_tissue
16496,adipose_tissue
16497,adipose_tissue
16498,adipose_tissue
16499,adipose_tissue
16500,adipose_tissue
16501,adipose_tissue
16502,adipose_tissue
16503,adipose_tissue
16504,adipose_tissue
16505,adipose_tissue
16506,adipose_tissue
16507,adipose_tissue
16508,adipose_tissue
16509,adipose_tissue
16510,adipose_tissue
16511,adipose_tissue
16512,cancer_in_situ
16513,cancer_in_situ
16514,invasive_cancer
16515,cancer_in_situ
16516,invasive_cancer
16517,invasive_cancer
16518,invasive_cancer
16519,invasive_cancer
16520,invasive_cancer
16521,invasive_cancer
16522,invasive_cancer
16523,invasive_cancer
16524,invasive_cancer
16525,invasive_cancer
16526,invasive_cancer
16527,invasive_cancer
16528,invasive_cancer
16529,invasive_cancer
16530,invasive_cancer
16531,invasive_cancer
16532,invasive_cancer
16533,invasive_cancer
16534,invasive_cancer
16535,invasive_cancer
16536,invasive_cancer
16537,invasive_cancer
16538,invasive_cancer
16539,invasive_cancer
16540,invasive_cancer
16541,invasive_cancer
16542,invasive_cancer
16543,invasive_cancer
16544,invasive_cancer
16545,cancer_in_situ
16546,cancer_in_situ
16547,cancer_in_situ
16548,cancer_in_situ
16549,cancer_in_situ
16550,cancer_in_situ
16551,cancer_in_situ
16552,cancer_in_situ
16553,cancer_in_situ
16554,cancer_in_situ
16555,cancer_in_situ
16556,cancer_in_situ
16557,cancer_in_situ
16558,cancer_in_situ
16559,cancer_in_situ
16560,cancer_in_situ
16561,cancer_in_situ
16562,cancer_in_situ
16563,cancer_in_situ
16564,cancer_in_situ
16565,cancer_in_situ
16566,cancer_in_situ
16567,cancer_in_situ
16568,cancer_in_situ
16569,invasive_cancer
16570,invasive_cancer
16571,invasive_cancer
16572,invasive_cancer
16573,invasive_cancer
16574,invasive_cancer
16575,invasive_cancer
16576,invasive_cancer
16577,invasive_cancer
16578,invasive_cancer
16579,invasive_cancer
16580,invasive_cancer
16581,immune_infiltrate
16582,immune_infiltrate
16583,immune_infiltrate
16584,immune_infiltrate
16585,immune_infiltrate
16586,immune_infiltrate
16587,immune_infiltrate
16588,immune_infiltrate
16589,immune_infiltrate
16590,immune_infiltrate
16591,immune_infiltrate
16592,immune_infiltrate
16593,immune_infiltrate
16594,immune_infiltrate
16595,immune_infiltrate
16596,immune_infiltrate
16597,immune_infiltrate
16598,immune_infiltrate
16599,immune_infiltrate
16600,immune_infiltrate
16601,immune_infiltrate
16602,immune_infiltrate
16603,immune_infiltrate
16604,immune_infiltrate
16605,immune_infiltrate
16606,adipose_tissue
16607,adipose_tissue
16608,adipose_tissue
16609,adipose_tissue
16610,adipose_tissue
16611,adipose_tissue
16612,adipose_tissue
16613,adipose_tissue
16614,adipose_tissue
16615,adipose_tissue
16616,adipose_tissue
16617,adipose_tissue
16618,adipose_tissue
16619,adipose_tissue
16620,adipose_tissue
16621,adipose_tissue
16622,adipose_tissue
16623,adipose_tissue
16624,adipose_tissue
16625,adipose_tissue
16626,adipose_tissue
16627,adipose_tissue
16628,adipose_tissue
16629,adipose_tissue
16630,adipose_tissue
16631,adipose_tissue
16632,adipose_tissue
16633,adipose_tissue
16634,adipose_tissue
16635,adipose_tissue
16636,adipose_tissue
16637,adipose_tissue
16638,adipose_tissue
16639,adipose_tissue
16640,adipose_tissue
16641,adipose_tissue
16642,adipose_tissue
16643,adipose_tissue
16644,adipose_tissue
16645,adipose_tissue
16646,adipose_tissue
16647,adipose_tissue
16648,adipose_tissue
16649,adipose_tissue
16650,adipose_tissue
16651,adipose_tissue
16652,adipose_tissue
16653,adipose_tissue
16654,adipose_tissue
16655,adipose_tissue
16656,adipose_tissue
16657,adipose_tissue
16658,adipose_tissue
16659,adipose_tissue
16660,adipose_tissue
16661,adipose_tissue
16662,adipose_tissue
16663,adipose_tissue
16664,adipose_tissue
16665,adipose_tissue
16666,adipose_tissue
16667,adipose_tissue
16668,adipose_tissue
16669,adipose_tissue
16670,adipose_tissue
16671,adipose_tissue
16672,adipose_tissue
16673,cancer_in_situ
16674,cancer_in_situ
16675,cancer_in_situ
16676,cancer_in_situ
16677,cancer_in_situ
16678,invasive_cancer
16679,invasive_cancer
16680,invasive_cancer
16681,invasive_cancer
16682,invasive_cancer
16683,invasive_cancer
16684,invasive_cancer
16685,invasive_cancer
16686,invasive_cancer
16687,invasive_cancer
16688,invasive_cancer
16689,invasive_cancer
16690,invasive_cancer
16691,invasive_cancer
16692,invasive_cancer
16693,invasive_cancer
16694,invasive_cancer
16695,invasive_cancer
16696,invasive_cancer
16697,invasive_cancer
16698,invasive_cancer
16699,invasive_cancer
16700,invasive_cancer
16701,invasive_cancer
16702,invasive_cancer
16703,invasive_cancer
16704,invasive_cancer
16705,invasive_cancer
16706,invasive_cancer
16707,invasive_cancer
16708,cancer_in_situ
16709,cancer_in_situ
16710,cancer_in_situ
16711,cancer_in_situ
16712,cancer_in_situ
16713,cancer_in_situ
16714,cancer_in_situ
16715,cancer_in_situ
16716,cancer_in_situ
16717,cancer_in_situ
16718,cancer_in_situ
16719,cancer_in_situ
16720,cancer_in_situ
16721,cancer_in_situ
16722,cancer_in_situ
16723,cancer_in_situ
16724,cancer_in_situ
16725,cancer_in_situ
16726,cancer_in_situ
16727,cancer_in_situ
16728,cancer_in_situ
16729,cancer_in_situ
16730,cancer_in_situ
16731,cancer_in_situ
16732,invasive_cancer
16733,invasive_cancer
16734,invasive_cancer
16735,invasive_cancer
16736,invasive_cancer
16737,invasive_cancer
16738,invasive_cancer
16739,invasive_cancer
16740,invasive_cancer
16741,invasive_cancer
16742,invasive_cancer
16743,invasive_cancer
16744,immune_infiltrate
16745,immune_infiltrate
16746,immune_infiltrate
16747,immune_infiltrate
16748,immune_infiltrate
16749,immune_infiltrate
16750,immune_infiltrate
16751,immune_infiltrate
16752,immune_infiltrate
16753,immune_infiltrate
16754,immune_infiltrate
16755,immune_infiltrate
16756,immune_infiltrate
16757,immune_infiltrate
16758,immune_infiltrate
16759,immune_infiltrate
16760,immune_infiltrate
16761,immune_infiltrate
16762,immune_infiltrate
16763,immune_infiltrate
16764,immune_infiltrate
16765,immune_infiltrate
16766,immune_infiltrate
16767,immune_infiltrate
16768,adipose_tissue
16769,adipose_tissue
16770,adipose_tissue
16771,adipose_tissue
16772,adipose_tissue
16773,adipose_tissue
16774,adipose_tissue
16775,adipose_tissue
16776,adipose_tissue
16777,adipose_tissue
16778,adipose_tissue
16779,adipose_tissue
16780,adipose_tissue
16781,adipose_tissue
16782,adipose_tissue
16783,adipose_tissue
16784,adipose_tissue
16785,adipose_tissue
16786,adipose_tissue
16787,adipose_tissue
16788,adipose_tissue
16789,adipose_tissue
16790,adipose_tissue
16791,adipose_tissue
16792,adipose_tissue
16793,adipose_tissue
16794,adipose_tissue
16795,adipose_tissue
16796,adipose_tissue
16797,adipose_tissue
16798,adipose_tissue
16799,adipose_tissue
16800,adipose_tissue
16801,adipose_tissue
16802,adipose_tissue
16803,adipose_tissue
16804,adipose_tissue
16805,adipose_tissue
16806,adipose_tissue
16807,adipose_tissue
16808,adipose_tissue
16809,adipose_tissue
16810,adipose_tissue
16811,adipose_tissue
16812,adipose_tissue
16813,adipose_tissue
16814,adipose_tissue
16815,adipose_tissue
16816,adipose_tissue
16817,adipose_tissue
16818,adipose_tissue
16819,adipose_tissue
16820,adipose_tissue
16821,adipose_tissue
16822,adipose_tissue
16823,adipose_tissue
16824,adipose_tissue
16825,adipose_tissue
16826,adipose_tissue
16827,adipose_tissue
16828,adipose_tissue
16829,adipose_tissue
16830,adipose_tissue
16831,adipose_tissue
16832,adipose_tissue
16833,adipose_tissue
16834,adipose_tissue
16835,cancer_in_situ
16836,cancer_in_situ
16837,cancer_in_situ
16838,invasive_cancer
16839,invasive_cancer
16840,invasive_cancer
16841,invasive_cancer
16842,invasive_cancer
16843,invasive_cancer
16844,invasive_cancer
16845,invasive_cancer
16846,invasive_cancer
16847,invasive_cancer
16848,invasive_cancer
16849,invasive_cancer
16850,invasive_cancer
16851,invasive_cancer
16852,invasive_cancer
16853,invasive_cancer
16854,invasive_cancer
16855,invasive_cancer
16856,invasive_cancer
16857,invasive_cancer
16858,invasive_cancer
16859,invasive_cancer
16860,invasive_cancer
16861,invasive_cancer
16862,invasive_cancer
16863,invasive_cancer
16864,invasive_cancer
16865,invasive_cancer
16866,invasive_cancer
16867,invasive_cancer
16868,invasive_cancer
16869,invasive_cancer
16870,cancer_in_situ
16871,cancer_in_situ
16872,cancer_in_situ
16873,cancer_in_situ
16874,cancer_in_situ
16875,cancer_in_situ
16876,cancer_in_situ
16877,cancer_in_situ
16878,cancer_in_situ
16879,cancer_in_situ
16880,cancer_in_situ
16881,cancer_in_situ
16882,cancer_in_situ
16883,cancer_in_situ
16884,cancer_in_situ
16885,cancer_in_situ
16886,cancer_in_situ
16887,cancer_in_situ
16888,cancer_in_situ
16889,cancer_in_situ
16890,cancer_in_situ
16891,cancer_in_situ
16892,cancer_in_situ
16893,cancer_in_situ
16894,cancer_in_situ
16895,cancer_in_situ
16896,invasive_cancer
16897,invasive_cancer
16898,invasive_cancer
16899,invasive_cancer
16900,invasive_cancer
16901,invasive_cancer
16902,invasive_cancer
16903,invasive_cancer
16904,invasive_cancer
16905,immune_infiltrate
16906,immune_infiltrate
16907,immune_infiltrate
16908,immune_infiltrate
16909,immune_infiltrate
16910,immune_infiltrate
16911,immune_infiltrate
16912,immune_infiltrate
16913,immune_infiltrate
16914,immune_infiltrate
16915,immune_infiltrate
16916,cancer_in_situ
16917,cancer_in_situ
16918,immune_infiltrate
16919,immune_infiltrate
16920,immune_infiltrate
16921,immune_infiltrate
16922,immune_infiltrate
16923,immune_infiltrate
16924,immune_infiltrate
16925,immune_infiltrate
16926,immune_infiltrate
16927,immune_infiltrate
16928,immune_infiltrate
16929,immune_infiltrate
16930,adipose_tissue
16931,adipose_tissue
16932,adipose_tissue
16933,adipose_tissue
16934,adipose_tissue
16935,adipose_tissue
16936,adipose_tissue
16937,adipose_tissue
16938,adipose_tissue
16939,adipose_tissue
16940,adipose_tissue
16941,adipose_tissue
16942,adipose_tissue
16943,adipose_tissue
16944,adipose_tissue
16945,adipose_tissue
16946,adipose_tissue
16947,adipose_tissue
16948,adipose_tissue
16949,adipose_tissue
16950,adipose_tissue
16951,adipose_tissue
16952,adipose_tissue
16953,adipose_tissue
16954,adipose_tissue
16955,adipose_tissue
16956,adipose_tissue
16957,adipose_tissue
16958,adipose_tissue
16959,adipose_tissue
16960,adipose_tissue
16961,adipose_tissue
16962,adipose_tissue
16963,adipose_tissue
16964,adipose_tissue
16965,adipose_tissue
16966,adipose_tissue
16967,adipose_tissue
16968,adipose_tissue
16969,adipose_tissue
16970,adipose_tissue
16971,adipose_tissue
16972,adipose_tissue
16973,adipose_tissue
16974,adipose_tissue
16975,adipose_tissue
16976,adipose_tissue
16977,adipose_tissue
16978,adipose_tissue
16979,adipose_tissue
16980,adipose_tissue
16981,adipose_tissue
16982,adipose_tissue
16983,adipose_tissue
16984,adipose_tissue
16985,adipose_tissue
16986,adipose_tissue
16987,adipose_tissue
16988,adipose_tissue
16989,adipose_tissue
16990,adipose_tissue
16991,adipose_tissue
16992,adipose_tissue
16993,adipose_tissue
16994,adipose_tissue
16995,adipose_tissue
16996,adipose_tissue
16997,cancer_in_situ
16998,cancer_in_situ
16999,invasive_cancer
17000,invasive_cancer
17001,invasive_cancer
17002,invasive_cancer
17003,invasive_cancer
17004,invasive_cancer
17005,invasive_cancer
17006,invasive_cancer
17007,invasive_cancer
17008,invasive_cancer
17009,invasive_cancer
17010,invasive_cancer
17011,invasive_cancer
17012,invasive_cancer
17013,invasive_cancer
17014,invasive_cancer
17015,invasive_cancer
17016,invasive_cancer
17017,invasive_cancer
17018,invasive_cancer
17019,invasive_cancer
17020,invasive_cancer
17021,invasive_cancer
17022,invasive_cancer
17023,invasive_cancer
17024,invasive_cancer
17025,invasive_cancer
17026,invasive_cancer
17027,invasive_cancer
17028,invasive_cancer
17029,invasive_cancer
17030,invasive_cancer
17031,invasive_cancer
17032,cancer_in_situ
17033,cancer_in_situ
17034,cancer_in_situ
17035,cancer_in_situ
17036,cancer_in_situ
17037,cancer_in_situ
17038,cancer_in_situ
17039,cancer_in_situ
17040,cancer_in_situ
17041,cancer_in_situ
17042,cancer_in_situ
17043,cancer_in_situ
17044,cancer_in_situ
17045,cancer_in_situ
17046,cancer_in_situ
17047,cancer_in_situ
17048,cancer_in_situ
17049,cancer_in_situ
17050,cancer_in_situ
17051,cancer_in_situ
17052,cancer_in_situ
17053,cancer_in_situ
17054,cancer_in_situ
17055,cancer_in_situ
17056,cancer_in_situ
17057,cancer_in_situ
17058,cancer_in_situ
17059,cancer_in_situ
17060,invasive_cancer
17061,invasive_cancer
17062,invasive_cancer
17063,invasive_cancer
17064,invasive_cancer
17065,invasive_cancer
17066,immune_infiltrate
17067,immune_infiltrate
17068,immune_infiltrate
17069,immune_infiltrate
17070,immune_infiltrate
17071,immune_infiltrate
17072,immune_infiltrate
17073,immune_infiltrate
17074,immune_infiltrate
17075,immune_infiltrate
17076,immune_infiltrate
17077,cancer_in_situ
17078,immune_infiltrate
17079,immune_infiltrate
17080,immune_infiltrate
17081,immune_infiltrate
17082,immune_infiltrate
17083,immune_infiltrate
17084,immune_infiltrate
17085,immune_infiltrate
17086,immune_infiltrate
17087,immune_infiltrate
17088,immune_infiltrate
17089,immune_infiltrate
17090,immune_infiltrate
17091,adipose_tissue
17092,adipose_tissue
17093,adipose_tissue
17094,adipose_tissue
17095,adipose_tissue
17096,adipose_tissue
17097,adipose_tissue
17098,adipose_tissue
17099,adipose_tissue
17100,adipose_tissue
17101,adipose_tissue
17102,adipose_tissue
17103,adipose_tissue
17104,adipose_tissue
17105,adipose_tissue
17106,adipose_tissue
17107,adipose_tissue
17108,adipose_tissue
17109,adipose_tissue
17110,adipose_tissue
17111,adipose_tissue
17112,adipose_tissue
17113,adipose_tissue
17114,adipose_tissue
17115,adipose_tissue
17116,adipose_tissue
17117,adipose_tissue
17118,adipose_tissue
17119,adipose_tissue
17120,adipose_tissue
17121,adipose_tissue
17122,adipose_tissue
17123,adipose_tissue
17124,adipose_tissue
17125,adipose_tissue
17126,adipose_tissue
17127,adipose_tissue
17128,adipose_tissue
17129,adipose_tissue
17130,adipose_tissue
17131,adipose_tissue
17132,adipose_tissue
17133,adipose_tissue
17134,adipose_tissue
17135,adipose_tissue
17136,adipose_tissue
17137,adipose_tissue
17138,adipose_tissue
17139,adipose_tissue
17140,adipose_tissue
17141,adipose_tissue
17142,adipose_tissue
17143,adipose_tissue
17144,adipose_tissue
17145,adipose_tissue
17146,adipose_tissue
17147,adipose_tissue
17148,adipose_tissue
17149,adipose_tissue
17150,adipose_tissue
17151,adipose_tissue
17152,adipose_tissue
17153,adipose_tissue
17154,adipose_tissue
17155,adipose_tissue
17156,cancer_in_situ
17157,cancer_in_situ
17158,cancer_in_situ
17159,cancer_in_situ
17160,invasive_cancer
17161,invasive_cancer
17162,invasive_cancer
17163,invasive_cancer
17164,invasive_cancer
17165,invasive_cancer
17166,invasive_cancer
17167,invasive_cancer
17168,invasive_cancer
17169,invasive_cancer
17170,invasive_cancer
17171,invasive_cancer
17172,invasive_cancer
17173,invasive_cancer
17174,invasive_cancer
17175,invasive_cancer
17176,invasive_cancer
17177,invasive_cancer
17178,invasive_cancer
17179,invasive_cancer
17180,invasive_cancer
17181,invasive_cancer
17182,invasive_cancer
17183,invasive_cancer
17184,invasive_cancer
17185,invasive_cancer
17186,invasive_cancer
17187,invasive_cancer
17188,invasive_cancer
17189,invasive_cancer
17190,invasive_cancer
17191,invasive_cancer
17192,invasive_cancer
17193,invasive_cancer
17194,invasive_cancer
17195,invasive_cancer
17196,cancer_in_situ
17197,cancer_in_situ
17198,cancer_in_situ
17199,cancer_in_situ
17200,cancer_in_situ
17201,cancer_in_situ
17202,cancer_in_situ
17203,cancer_in_situ
17204,cancer_in_situ
17205,cancer_in_situ
17206,cancer_in_situ
17207,cancer_in_situ
17208,cancer_in_situ
17209,cancer_in_situ
17210,cancer_in_situ
17211,cancer_in_situ
17212,cancer_in_situ
17213,cancer_in_situ
17214,cancer_in_situ
17215,cancer_in_situ
17216,cancer_in_situ
17217,cancer_in_situ
17218,cancer_in_situ
17219,cancer_in_situ
17220,cancer_in_situ
17221,cancer_in_situ
17222,cancer_in_situ
17223,cancer_in_situ
17224,invasive_cancer
17225,invasive_cancer
17226,invasive_cancer
17227,immune_infiltrate
17228,immune_infiltrate
17229,cancer_in_situ
17230,cancer_in_situ
17231,immune_infiltrate
17232,immune_infiltrate
17233,immune_infiltrate
17234,immune_infiltrate
17235,immune_infiltrate
17236,immune_infiltrate
17237,immune_infiltrate
17238,immune_infiltrate
17239,immune_infiltrate
17240,immune_infiltrate
17241,immune_infiltrate
17242,immune_infiltrate
17243,immune_infiltrate
17244,immune_infiltrate
17245,immune_infiltrate
17246,immune_infiltrate
17247,immune_infiltrate
17248,immune_infiltrate
17249,immune_infiltrate
17250,immune_infiltrate
17251,immune_infiltrate
17252,immune_infiltrate
17253,adipose_tissue
17254,adipose_tissue
17255,adipose_tissue
17256,adipose_tissue
17257,adipose_tissue
17258,adipose_tissue
17259,adipose_tissue
17260,adipose_tissue
17261,adipose_tissue
17262,adipose_tissue
17263,adipose_tissue
17264,adipose_tissue
17265,adipose_tissue
17266,adipose_tissue
17267,adipose_tissue
17268,adipose_tissue
17269,adipose_tissue
17270,adipose_tissue
17271,adipose_tissue
17272,adipose_tissue
17273,adipose_tissue
17274,adipose_tissue
17275,adipose_tissue
17276,adipose_tissue
17277,adipose_tissue
17278,adipose_tissue
17279,adipose_tissue
17280,adipose_tissue
17281,adipose_tissue
17282,adipose_tissue
17283,adipose_tissue
17284,adipose_tissue
17285,adipose_tissue
17286,adipose_tissue
17287,adipose_tissue
17288,adipose_tissue
17289,adipose_tissue
17290,adipose_tissue
17291,adipose_tissue
17292,adipose_tissue
17293,adipose_tissue
17294,adipose_tissue
17295,adipose_tissue
17296,adipose_tissue
17297,adipose_tissue
17298,adipose_tissue
17299,adipose_tissue
17300,adipose_tissue
17301,adipose_tissue
17302,adipose_tissue
17303,adipose_tissue
17304,adipose_tissue
17305,adipose_tissue
17306,adipose_tissue
17307,adipose_tissue
17308,adipose_tissue
17309,adipose_tissue
17310,adipose_tissue
17311,adipose_tissue
17312,adipose_tissue
17313,adipose_tissue
17314,adipose_tissue
17315,adipose_tissue
17316,adipose_tissue
17317,cancer_in_situ
17318,cancer_in_situ
17319,cancer_in_situ
17320,cancer_in_situ
17321,invasive_cancer
17322,invasive_cancer
17323,invasive_cancer
17324,invasive_cancer
17325,invasive_cancer
17326,invasive_cancer
17327,invasive_cancer
17328,invasive_cancer
17329,invasive_cancer
17330,invasive_cancer
17331,invasive_cancer
17332,invasive_cancer
17333,invasive_cancer
17334,invasive_cancer
17335,invasive_cancer
17336,invasive_cancer
17337,invasive_cancer
17338,invasive_cancer
17339,invasive_cancer
17340,invasive_cancer
17341,invasive_cancer
17342,invasive_cancer
17343,invasive_cancer
17344,invasive_cancer
17345,invasive_cancer
17346,invasive_cancer
17347,invasive_cancer
17348,invasive_cancer
17349,invasive_cancer
17350,invasive_cancer
17351,invasive_cancer
17352,invasive_cancer
17353,invasive_cancer
17354,invasive_cancer
17355,invasive_cancer
17356,invasive_cancer
17357,invasive_cancer
17358,invasive_cancer
17359,cancer_in_situ
17360,cancer_in_situ
17361,cancer_in_situ
17362,cancer_in_situ
17363,cancer_in_situ
17364,cancer_in_situ
17365,cancer_in_situ
17366,cancer_in_situ
17367,cancer_in_situ
17368,cancer_in_situ
17369,cancer_in_situ
17370,cancer_in_situ
17371,cancer_in_situ
17372,cancer_in_situ
17373,cancer_in_situ
17374,cancer_in_situ
17375,cancer_in_situ
17376,cancer_in_situ
17377,cancer_in_situ
17378,cancer_in_situ
17379,cancer_in_situ
17380,cancer_in_situ
17381,cancer_in_situ
17382,cancer_in_situ
17383,cancer_in_situ
17384,cancer_in_situ
17385,cancer_in_situ
17386,cancer_in_situ
17387,cancer_in_situ
17388,cancer_in_situ
17389,cancer_in_situ
17390,cancer_in_situ
17391,cancer_in_situ
17392,cancer_in_situ
17393,cancer_in_situ
17394,cancer_in_situ
17395,immune_infiltrate
17396,immune_infiltrate
17397,immune_infiltrate
17398,immune_infiltrate
17399,immune_infiltrate
17400,immune_infiltrate
17401,immune_infiltrate
17402,immune_infiltrate
17403,immune_infiltrate
17404,immune_infiltrate
17405,immune_infiltrate
17406,immune_infiltrate
17407,immune_infiltrate
17408,immune_infiltrate
17409,immune_infiltrate
17410,immune_infiltrate
17411,immune_infiltrate
17412,immune_infiltrate
17413,adipose_tissue
17414,adipose_tissue
17415,adipose_tissue
